Date,Company,Industry,Subvertical,City,Investors,Round,Amount,Year,Quarter
2/19/2016,AlmaConnect,Consumer Internet,Alumni social network,New Delhi,Mohandas Pai,Seed Funding,0,2016,1
12/11/2015,OnlineRTI,Online RTI application services,Not unknown,Bengaluru,Mohandas Pai,Seed Funding,1.29,2015,4
5/18/2015,TheBetterIndia.com,Online News Media,Not unknown,Bengaluru,Mohandas Pai,Seed Funding,0,2015,2
8/1/2015,Ressy,Restaurant Discount app,Not unknown,Pune,Mohandas Pai,Seed Funding,3.44,2015,3
9/23/2015,Amigobulls,Stock Market Portal,Not unknown,Bengaluru,Mohandas Pai,Seed Funding,0,2015,3
2/2/2016,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bengaluru,Mohandas Pai,Seed Funding,0,2016,1
8/17/2015,YourStory,Startup Focused Online Publisher,Not unknown,Mumbai,Mohandas Pai,Seed Funding,0,2015,3
11/10/2016,Tone Tag,Technology,Contactless Payment Solution,Bengaluru,Mohandas Pai,Private Equity,0,2016,4
7/14/2017,QwikSpec,Technology,Construction site operations and analytics platform,Bengaluru,Mohandas Pai,Seed Funding,4.64,2017,3
1/2/2017,TaxSutra,Consumer Internet,Online Tax Filing platform,Pune,Mohandas Pai,Seed Funding,3.15,2017,1
10/4/2016,Bharat Bazaar,eCommerce,Online B2B Marketplace,Mumbai,Mohandas Pai,Seed Funding,0,2016,4
6/29/2016,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,Mohandas Pai,Private Equity,12.9,2016,2
2/5/2016,Magic Crate,Education,Children Education Platform,Bengaluru,Mohandas Pai,Seed Funding,0,2016,1
2/5/2016,Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,Mohandas Pai,Private Equity,8.6,2016,1
1/1/2016,Smartcooky,ECommerce,Health Food / Personal Care Marketplace,New Delhi,Mohandas Pai,Seed Funding,0,2016,1
1/11/2016,SavvyMob,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bengaluru,Mohandas Pai,Seed Funding,8.6,2016,1
1/28/2016,JustDoc,Consumer Interne,Medical Video Consultation platform,Bengaluru,Mohandas Pai,Seed Funding,0,2016,1
12/1/2015,Wigzo,Enterprise Marketing Automation platform,Not unknown,New Delhi,Mohandas Pai,Seed Funding,4.3,2015,4
12/2/2015,Kaaryah,Womens Fashion Wear Portal,Not unknown,New Delhi,Mohandas Pai,Private Equity,0,2015,4
9/10/2015,OnlineTyari,Multilingual Test Preparation Platform,Not unknown,Gurugram,Mohandas Pai,Private Equity,6.62,2015,3
9/24/2015,Licious,Online Meat Ordering platform,Not unknown,Bengaluru,Mohandas Pai,Seed Funding,8.6,2015,3
9/8/2017,Farmizen,Technology,Agre-Tech Mobile app,Bengaluru,Mohit Agarwal,Seed Funding,0,2017,3
8/29/2015,iamwire,Digital Media publishing platform,Not unknown,Gurugram,Mohit Agarwal,Seed Funding,0,2015,3
3/10/2016,Supplified,ECommerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Funding,8.6,2016,1
2/6/2016,LiveNutriFit,Healthcare,Weight loss & Healthcare Info portal,New Delhi,Mohit Goel,Seed Funding,0,2016,1
3/4/2016,Tarusa World,ECommerce,Handicraft products eTailer,Mumbai,Mohit Gulati,Seed Funding,0,2016,1
8/12/2015,Scripbox,Mutual Fund Investing platform,Not unknown,Bengaluru,Mohit Gupta,Private Equity,21.5,2015,3
2/13/2017,Nurturey,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi & Others,Seed Funding,2.84,2017,1
8/24/2016,Uber Dreams,eCommerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed Funding,4.3,2016,3
1/11/2017,InstaOffice,Consumer Internet,CoWorking Spaces booking platform,Gurugram,Mohit Satyan,Seed Funding,0,2017,1
6/10/2016,Kickstart Jobs,Technology,Entry level hiring platform,Gurugram,Mohit Satyanand,Seed Funding,0,2016,2
7/1/2015,iDreamCareer,Ed-Tech Platform,Not unknown,New Delhi,Mohit Satyanand,Seed Funding,0,2015,3
1/28/2016,JustDoc,Consumer Interne,Medical Video Consultation platform,Bengaluru,Mohit Saxena,Seed Funding,0,2016,1
6/29/2015,Zimmber,Hyperlocal Handyman Services,Not unknown,Mumbai,Mohit Saxena,Seed Funding,3.44,2015,2
11/29/2016,Crossahead,Consumer Internet,Creative Artists Discovery & Booking platform,Noida,Mohit Sharma,Seed Funding,0,2016,4
6/26/2017,HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,Mohit Srivastav,Private Equity,43,2017,2
7/11/2017,Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,Moksh Sports Ventures,Seed Funding,3.99,2017,3
5/6/2016,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,8.6,2016,2
5/26/2016,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Funding,4.08,2016,2
2/6/2018,Healthi,Healthcare,Preventive Health Checkup,Bengaluru,Montane Ventures,Private Equity,26.66,2018,1
6/4/2015,Flipkart,eCommerce platform,Not unknown,Bengaluru,Morgan Stanley,Private Equity,430,2015,2
1/10/2018,Sahajanand Medical Technologies,Technology,Medical Devices,Surat,Morgan Stanley,Private Equity,311.58,2018,1
4/15/2016,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,Mount Nathan Advisors,Seed Funding,8.6,2016,2
12/21/2015,TruckMandi,Logistics Service Provider Marketplace,Not unknown,New Delhi,Mount Nathan Advisors,Private Equity,17.2,2015,4
11/11/2015,RenewBuy,Auto Insurance Online platform,Not unknown,Gurugram,Mount Nathan Advisors Pte Ltd,Seed Funding,4.3,2015,4
12/15/2017,Purplle,E-Commerce,Beauty Products Online Marketplace,Mumbai,Mountain Pain Capital,Seed/Angel Funding,4.62,2017,4
4/17/2017,CrediHealth,Consumer Internet,Online Medical Assistance platform,Gurugram,Mountain Pine Capital,Private Equity,12.9,2017,2
7/2/2015,Bank Bazaar,Online Financial Services,Not unknown,Chennai,Mousse Partners,Private Equity,516,2015,3
7/8/2015,Saavn,Music Streaming App,Not unknown,Mumbai,Mousse Partners,Private Equity,860,2015,3
4/16/2018,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,New Delhi,Mr. Manoj Prasad,Seed / Angel Funding,4.3,2018,2
12/10/2015,Stay Simple Resorts,Holiday Resort Chain,Not unknown,Bengaluru,Mr. Praveen Someshwar,Seed Funding,0,2015,4
12/10/2015,Stay Simple Resorts,Holiday Resort Chain,Not unknown,Bengaluru,Mr. Sudhir & Ms. Shalini Sethi,Seed Funding,0,2015,4
8/10/2017,Stayabode,Consumer Internet,Co-Living space aggregator,Bengaluru,Mridul Upreti,Private Equity,0,2017,3
8/13/2019,Cars24,E-Commerce,Car Retail,Gurugram,MS Dhoni,Series D,94.6,2019,3
8/1/2016,Medinfi,Consumer Internet,Doctor & Clinic\\xc2\\xa0 Discovery Platform,Bengaluru,Mudit Saxena,Seed Funding,1.72,2016,3
4/5/2016,Cult,Healthcare,Healthcare training programs,Bengaluru,Mukesh Bansal,Seed Funding,0,2016,2
2/15/2016,GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurugram,Mukesh Kumar Gupta,Seed Funding,0.43,2016,1
8/12/2016,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurugram,Mukul Singhal,Private Equity,12.9,2016,3
11/2/2015,Twigly,Online Food Ordering & Delivery platform,Not unknown,Gurugram,Mukul Singhal,Seed Funding,1.72,2015,4
5/6/2015,Delhivery,Ecommerce Logistics,Not unknown,Gurugram,Multiples Alternate Asset Management,Private Equity,731,2015,2
10/10/2017,Parallel Dots,Technology,AI-powered deep learning solutions,Gurugram,Multipoint Capital,Private Equity,12.04,2017,4
12/11/2017,Vahdam Tea,E-Commerce,Online Platform Selling Indian Tea Globally,New Delhi,Mumbai Angels,Private Equity,12.9,2017,4
12/3/2019,Dhruva Space,Aerospace,Satellite Communication,Bengaluru,Mumbai Angels,Seed,430,2019,4
6/4/2019,Leegality,Services,Digital Documentation,Bengaluru,Mumbai Angels,Series A,29.24,2019,2
3/31/2017,FalconBrick,Technology,Real-Estate Workflow mobile app,Bengaluru,Mumbai Angels,Seed Funding,0,2017,1
1/31/2017,Register My Marriage,Consumer Internet,Online Marriage Registration services,New Delhi,Mumbai Angels,Seed Funding,0,2017,1
12/9/2016,Wittyparot,Technology,Content Management & Productivity platform,Bengaluru,Mumbai Angels,Seed Funding,3.87,2016,4
12/14/2016,Fitpass,Consumer Internet,Fitness center aggregator & Booking mobile app,New Delhi,Mumbai Angels,Seed Funding,8.6,2016,4
12/28/2016,BookEventz,Consumer Internet,Online event-booking platform,Mumbai,Mumbai Angels,Seed Funding,0,2016,4
11/3/2016,DoSelect,Consumer Internet,Skill Showcasing platform,Bengaluru,Mumbai Angels,Seed Funding,0,2016,4
10/4/2016,AppsDaily,Consumer Internet,"Mobile Phone Theft, Damage Protection platform",Mumbai,Mumbai Angels,Private Equity,32.25,2016,4
10/5/2016,Azuro,Consumer Internet,Rental Property Finder platform,Mumbai,Mumbai Angels,Private Equity,0,2016,4
9/29/2016,Unocoin,Consumer Internet,Bitcoin Wallet,Bengaluru,Mumbai Angels,Private Equity,12.9,2016,3
7/12/2016,MintM,Consumer Internet,Digital Marketing & AdTech Platform,Bengaluru,Mumbai Angels,Private Equity,0,2016,3
4/19/2016,BetaOut,eCommerce,customer intelligence and marketing automation platform,Noida,Mumbai Angels,Private Equity,12.9,2016,2
2/5/2016,Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,Mumbai Angels,Private Equity,8.6,2016,1
12/15/2015,BookEventz,Event Venue Booking Platform,Not unknown,Mumbai,Mumbai Angels,Seed Funding,0,2015,4
10/23/2015,Frsh,Online food ordering & Delivery service,Not unknown,Gurugram,Mumbai Angels,Private Equity,8.6,2015,4
8/13/2015,Massblurb,Digital Marketing automation solution,Not unknown,Mumbai,Mumbai Angels,Seed Funding,0,2015,3
7/21/2015,Joy by nature,Organic Food ecommerce,Not unknown,New Delhi,Mumbai Angels,Private Equity,8.6,2015,3
6/17/2015,BabyChakra,Parents & Kids Online platform,Not unknown,Mumbai,Mumbai Angels,Seed Funding,0,2015,2
6/2/2015,AllIzHealth,Preventive Healthcare Services,Not unknown,Pune,Mumbai Angels,Seed Funding,3.01,2015,2
10/15/2015,Bounty App,Online Purchase rewards app,Not unknown,Bengaluru,Mumbai Angels,Seed Funding,0,2015,4
6/11/2018,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels,Seed/ Angel Funding,0,2018,2
1/5/2018,WOTU,E-commerce,Food and Beverages,Bengaluru,Mumbai Angels,Angel / Seed Funding,0,2018,1
12/14/2017,WeDoSky,Technology,Provides Business Insights using Drone Imaginary,New Delhi,Mumbai Angels,Private Equity,0,2017,4
1/18/2017,Vahdam Teas,eCommerce,Online Tea etailer,New Delhi,Mumbai Angels,Seed Funding,5.59,2017,1
12/12/2017,Shopholix,E-Commerce,Fashion and Lifestyle Coupon Platform,Gurugram,Munesh Khanna,Seed/Angel Funding,2,2017,4
1/13/2016,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,Munish Jauhar,Seed Funding,0,2016,1
4/17/2017,Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,Murali Nair,Seed Funding,1.5,2017,2
12/22/2015,IndustryBuying,Online Marketplace for Industrial Goods,Not unknown,New Delhi,Murugappa Group,Seed Funding,0,2015,4
9/10/2016,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,Mustafa Patni,Seed Funding,0,2016,3
1/14/2016,Buildkar,ECommerce,Construction Material Marketplace,Bengaluru,Mustafa Wajid,Seed Funding,0,2016,1
1/7/2016,PitStop,Consumer Internet,Automobile Service Booking App,Bengaluru,Myntra/LivSpace Founders,Seed Funding,0,2016,1
1/12/2016,iBus Networks,Technology,Next Generation in-building connectivity,Bengaluru,N Squared Management LLC,Private Equity,19.78,2016,1
4/4/2016,Highway Delite,Consumer Internet,Various Highway Help Services,Bengaluru,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,0,2016,2
1/6/2016,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,Nagendra Chaudhary,Private Equity,8.6,2016,1
3/14/2016,PinkBlue,ECommerce,Medical Supplies eTailer,Bengaluru,Nagendra Prasad Bhanuprakash,Seed Funding,1.92,2016,1
1/11/2016,Koovs,ECommerce,Online Fashion Apparel Retailer,Gurugram,Nahata Family,Private Equity,46.44,2016,1
9/7/2015,Prozo,Study Material Marketplace,Not unknown,New Delhi,Nalin Jain,Seed Funding,1.76,2015,3
8/17/2015,Edu4Share,Exam Preparation Platform,Not unknown,New Delhi,Nalin Jain & other angel investors,Seed Funding,1.89,2015,3
9/19/2015,Daily Ninja,Hyperlocal Delivery Platform,Not unknown,Bengaluru,Naman Sarawagi,Seed Funding,0,2015,3
6/4/2018,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,Namrata Kaul,Seed/ Angel Funding,0,2018,2
9/6/2017,Power2SME,eCommerce,Buying Club for Small Businesses,Gurugram,Nandan Nilekani,Private Equity,223.6,2017,3
4/26/2018,RailYatri,Consumer Internet,Online Travel Ticketing Platform,Noida,Nandan Nilekani,Private Equity,0,2018,2
5/2/2017,4tigo,Logistics,Truck Network company,Bengaluru,Nandan Nilekani,Private Equity,86,2017,2
5/23/2017,The Print,Consumer Internet,News Portal,New Delhi,Nandan Nilekani,Seed Funding,0,2017,2
12/27/2016,ShopX,eCommerce,SAAS ECommerce Retail app,Bengaluru,Nandan Nilekani,Private Equity,43,2016,4
4/27/2016,RailYatri,Consumer Internet,Train Related Information portal,Noida,Nandan Nilekani,Private Equity,0,2016,2
3/2/2016,Systemantics,Technology,Industrial robots maker,Bengaluru,Nandan Nilekani,Private Equity,12.04,2016,1
2/18/2016,Tracxn,Technology,Indian Startup ecosystem trends analyzer & funding platform,Bengaluru,Nandan Nilekani,Private Equity,0,2016,1
1/25/2016,Power2SME,Consumer Internet,SME Online Buying Hub,Gurugram,Nandan Nilekani,Private Equity,180.6,2016,1
9/15/2015,Mubble,Prepaid Mobile Bill Manager App,Not unknown,Bengaluru,Nandan Nilekani,Seed Funding,0,2015,3
9/23/2015,Juggernaut,Digital & Physical Publishing platform,Not unknown,New Delhi,Nandan Nilekani,Private Equity,19.35,2015,3
3/1/2017,Paalak,ECommerce,Fresh Produce Selling portal,New Delhi,Nandkumar Rane,Seed Funding,0,2017,1
3/22/2017,The Mons Co,eCommerce,Pregnancy & Baby Care etailer,New Delhi,Nandu Nandkishore,Seed Funding,0,2017,1
5/10/2016,InnoNano Research,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,154.8,2016,2
3/2/2016,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Bengaluru,Narayan Ramachandran,Seed Funding,0,2016,1
11/21/2015,Caravan Craft Retail,Indian Ethnic Crafts Etailer,Not unknown,Bengaluru,Narayan Ramachandran,Private Equity,10.32,2015,4
10/7/2016,Flexiloans,Consumer Internet,Online Funds Raising Platform,Mumbai,Narayan Seshadri,Private Equity,129,2016,4
4/12/2016,LenDen Club,Finance,Peer-to-Peer Lending Platform,Mumbai,Narendra Karnavat,Seed Funding,0,2016,2
10/17/2016,Trilyo,Technology,B2B SAAS based product,Bengaluru,Naresh Ravindranath,Seed Funding,0,2016,4
8/2/2017,Click2Clinic,Consumer Internet,healthcare service aggregator,Hyderabad,Narottam Thudi,Seed Funding,7.31,2017,3
5/30/2017,Swiggy,Consumer Internet,Online food delivery platform,Bengaluru,Naspers,Private Equity,688,2017,2
8/12/2019,Meesho,E-Commerce,Social Commerce,Bengaluru,Naspers,Series D,1075,2019,3
2/7/2018,Swiggy,Food and Beverages,Online Food Delivery,Bengaluru,Naspers,Private Equity,860,2018,1
6/26/2017,Flipkart,eCommerce,Online marketplace,Bengaluru,Naspers,Private Equity,610.6,2017,2
6/8/2015,PosterGully,Artist / Designer Marketplace,Not unknown,New Delhi,Natarajan Iyer,Seed Funding,0,2015,2
3/7/2017,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,0.26,2017,1
1/19/2017,Native Special,eCommerce,Indian Sweets & Snacks etailer,Karur,Native Angels Network,Seed Funding,0,2017,1
4/15/2016,Vyomo,Consumer Internet,On-Demand Beauty Service provider,New Delhi,Naturals Salon Chain,Private Equity,129,2016,2
10/4/2016,India Gifts Portal,eCommerce,Online Gifting platform,Noida,Naveen Arya,Private Equity,17.2,2016,4
3/19/2016,goSporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed Funding,0.26,2016,1
3/7/2016,Wooplr,ECommerce,Curated Fashion ECommerce portal,Bengaluru,Naveen Tiwari,Seed Funding,0,2016,1
12/17/2015,Springboard,Data Science & UX design Learning platform,Not unknown,Bengaluru,Naveen Tiwari,Seed Funding,14.62,2015,4
9/30/2015,FirstTouch,Local Mobile OS,Not unknown,Gurugram,Naveen Tiwari,Seed Funding,0,2015,3
6/29/2015,Zimmber,Hyperlocal Handyman Services,Not unknown,Mumbai,Naveen Tiwari,Seed Funding,3.44,2015,2
4/19/2018,True Balance,Technology,Mobile Balance Checking App,Gurugram,Naver,Private Equity,197.8,2018,2
12/22/2016,MCaffeine,eCommerce,Personal care product etailer,Bengaluru,Navjot Saini,Seed Funding,2.58,2016,4
7/25/2018,Black Soil,Finance,Non-Banking Financial Company,Mumbai,Navneet Education and Mahavir Agency,Private Equity,146.2,2018,3
8/18/2015,HyperVerge,Deep Learning Cloud Algorithms,Not unknown,Chennai,Naya Ventures,Seed Funding,8.6,2015,3
8/11/2017,Moong Labs,Technology,Mobile games developer,New Delhi,Nazara Games,Private Equity,0,2017,3
11/3/2017,HalaPlay,Consumer Internet,Online Fantasy Games,Mumbai,Nazara Technologies,Seed Funding,0,2017,4
4/7/2016,Truly Social,Consumer Internet,Mobile Gaming Studio,India,Nazara Technologies Pvt Ltd,Private Equity,0,2016,2
12/5/2017,HandyTrain,Technology,Mobile Learning Management Platform,Panaji,NB Ventures,Private Equity,8.6,2017,4
11/28/2017,MobieFit,Healthcare,Health and fitness based mobile App,Panaji,NB Ventures,Seed/Angel Funding,11.61,2017,4
7/21/2017,MonkeyBox,Consumer Internet,Healthy Food Delivery Platform,Bengaluru,NB Ventures,Seed Funding,0,2017,3
4/29/2017,Qriyo,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Equity,0,2017,2
12/29/2016,Healthifyme,Consumer Internet,Fitness Mobile App,Bengaluru,NB Ventures,Private Equity,8.6,2016,4
6/5/2018,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures,Seed/ Angel Funding,0,2018,2
6/15/2017,MoneyTap,Consumer Internet,Money Lending platform,Bengaluru,NEA,Private Equity,105.78,2017,2
8/18/2015,HyperVerge,Deep Learning Cloud Algorithms,Not unknown,Chennai,NEA,Seed Funding,8.6,2015,3
8/18/2015,IDfy,Online Identity Verification Services platform,Not unknown,Mumbai,NEA,Private Equity,0,2015,3
4/8/2015,FirstCry,eCommerce,Not unknown,Pune,NEA,Private Equity,86,2015,2
1/9/2018,Lending Kart,Finance,Online Lending,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,40.42,2018,1
1/24/2017,Lets Transport,Consumer Internet,Online transport vehicle booking platform,Bengaluru,Neelesh Bhatnagar,Private Equity,34.4,2017,1
9/23/2015,Juggernaut,Digital & Physical Publishing platform,Not unknown,New Delhi,Neeraj Aggarwal,Private Equity,19.35,2015,3
4/15/2016,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,Neeraj Arora,Seed Funding,0,2016,2
2/18/2016,Tracxn,Technology,Indian Startup ecosystem trends analyzer & funding platform,Bengaluru,Neeraj Arora,Private Equity,0,2016,1
10/12/2015,Tripoto,global community for travellers,Not unknown,New Delhi,Neeraj Arora,Private Equity,0,2015,4
1/28/2016,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,Neeraj Goenka,Seed Funding,3.18,2016,1
11/4/2015,YourDost,Online Counselling and psychological support platform,Not unknown,Gwalior,Neeraj Jawalkar,Seed Funding,3.44,2015,4
8/10/2015,eSadar,ecommerce,Not unknown,New Delhi,Neha Vats,Seed Funding,0.69,2015,3
4/1/2016,Dil Mil,Consumer Internet,Matchmaking Mobile App,Bengaluru,Nelstone Ventures,Private Equity,23.22,2016,2
4/26/2018,POPxo,Technology,Women Focussed Digital Media Platform,New Delhi,Neoplux,Private Equity,47.3,2018,2
